station,valid,tmpf,dwpf,relh,sped,p01i
SEA,2024-11-23 00:53,45.00,39.00,79.36,6.90,0.00
SEA,2024-11-23 01:53,45.00,40.00,82.51,10.35,0.00
SEA,2024-11-23 02:53,43.00,38.00,82.37,6.90,0.00
SEA,2024-11-23 03:53,43.00,38.00,82.37,0.00,0.00
SEA,2024-11-23 04:53,43.00,38.00,82.37,8.05,0.00
SEA,2024-11-23 05:53,45.00,38.00,76.31,6.90,0.00
SEA,2024-11-23 06:53,44.00,38.00,79.27,8.05,0.00
SEA,2024-11-23 07:53,44.00,37.00,76.22,9.20,0.00
SEA,2024-11-23 08:53,45.00,39.00,79.36,6.90,0.00
SEA,2024-11-23 09:53,47.00,40.00,76.49,8.05,0.00
SEA,2024-11-23 10:53,49.00,40.00,70.96,16.10,0.00
SEA,2024-11-23 11:53,49.00,40.00,70.96,12.65,0.00
SEA,2024-11-23 12:53,49.00,39.00,68.25,11.50,T
SEA,2024-11-23 13:53,49.00,40.00,70.96,9.20,0.00
SEA,2024-11-23 14:53,49.00,38.00,65.63,10.35,0.00
SEA,2024-11-23 15:53,49.00,39.00,68.25,11.50,T
SEA,2024-11-23 16:53,47.00,37.00,68.02,6.90,0.00
SEA,2024-11-23 17:53,43.00,36.00,76.12,6.90,0.00
SEA,2024-11-23 18:53,46.00,36.00,67.90,6.90,0.00
SEA,2024-11-23 19:53,45.00,35.00,67.78,9.20,0.00
SEA,2024-11-23 20:53,43.00,36.00,76.12,6.90,0.00
SEA,2024-11-23 21:53,43.00,36.00,76.12,6.90,0.00
SEA,2024-11-23 22:53,44.00,36.00,73.27,8.05,0.00
SEA,2024-11-23 23:53,42.00,36.00,79.11,6.90,0.00
SEA,2024-11-24 00:53,43.00,37.00,79.19,5.75,T
SEA,2024-11-24 01:53,43.00,37.00,79.19,4.60,T
SEA,2024-11-24 02:53,42.00,37.00,82.30,9.20,0.03
SEA,2024-11-24 03:53,42.00,37.00,82.30,8.05,0.01
SEA,2024-11-24 04:53,42.00,38.00,85.60,9.20,0.01
SEA,2024-11-24 05:53,42.00,38.00,85.60,9.20,0.02
SEA,2024-11-24 06:53,43.00,39.00,85.66,9.20,0.01
SEA,2024-11-24 07:53,43.00,39.00,85.66,8.05,0.01
SEA,2024-11-24 08:53,43.00,38.00,82.37,5.75,T
SEA,2024-11-24 09:53,45.00,38.00,76.31,5.75,T
SEA,2024-11-24 10:53,44.00,38.00,79.27,8.05,0.00
SEA,2024-11-24 11:53,46.00,38.00,73.47,6.90,0.01
SEA,2024-11-24 12:53,45.00,41.00,85.77,8.05,0.03
SEA,2024-11-24 13:53,45.00,41.00,85.77,8.05,0.01
SEA,2024-11-24 14:53,46.00,41.00,82.58,6.90,0.00
SEA,2024-11-24 15:53,46.00,40.00,79.44,8.05,0.00
SEA,2024-11-24 16:53,46.00,39.00,76.40,8.05,0.00
SEA,2024-11-24 17:53,46.00,39.00,76.40,5.75,0.00
SEA,2024-11-24 18:53,46.00,38.00,73.47,6.90,0.00
SEA,2024-11-24 19:53,45.00,38.00,76.31,4.60,0.00
SEA,2024-11-24 20:53,45.00,38.00,76.31,5.75,T
SEA,2024-11-24 21:53,44.00,39.00,82.44,9.20,0.04
SEA,2024-11-24 22:53,43.00,40.00,89.06,9.20,0.07
SEA,2024-11-24 23:53,43.00,40.00,89.06,8.05,0.01
SEA,2024-11-25 00:53,43.00,42.00,96.23,6.90,0.01
SEA,2024-11-25 01:53,43.00,42.00,96.23,6.90,0.03
SEA,2024-11-25 02:53,43.00,41.00,92.58,4.60,0.04
SEA,2024-11-25 03:53,43.00,42.00,96.23,4.60,0.06
SEA,2024-11-25 04:53,43.00,42.00,96.23,5.75,0.05
SEA,2024-11-25 05:53,43.00,41.00,92.58,4.60,0.04
SEA,2024-11-25 06:53,44.00,42.00,92.61,5.75,0.03
SEA,2024-11-25 07:53,44.00,42.00,92.61,6.90,0.07
SEA,2024-11-25 08:53,45.00,42.00,89.15,5.75,0.02
SEA,2024-11-25 09:53,45.00,42.00,89.15,3.45,T
SEA,2024-11-25 10:53,46.00,43.00,89.20,3.45,0.00
SEA,2024-11-25 11:53,47.00,44.00,89.24,3.45,0.00
SEA,2024-11-25 12:53,47.00,44.00,89.24,3.45,0.00
SEA,2024-11-25 13:53,47.00,45.00,92.71,3.45,0.00
SEA,2024-11-25 14:53,47.00,45.00,92.71,3.45,T
SEA,2024-11-25 15:53,47.00,45.00,92.71,0.00,0.01
SEA,2024-11-25 16:53,46.00,44.00,92.68,4.60,0.02
SEA,2024-11-25 17:53,46.00,44.00,92.68,4.60,0.02
SEA,2024-11-25 18:53,45.00,44.00,96.26,4.60,0.03
SEA,2024-11-25 19:53,45.00,44.00,96.26,6.90,0.02
SEA,2024-11-25 20:53,45.00,43.00,92.65,5.75,0.00
SEA,2024-11-25 21:53,44.00,43.00,96.24,5.75,0.04
SEA,2024-11-25 22:53,44.00,43.00,96.24,4.60,T
SEA,2024-11-25 23:53,44.00,42.00,92.61,4.60,0.00
SEA,2024-11-26 00:53,43.00,41.00,92.58,4.60,0.00
SEA,2024-11-26 01:53,43.00,41.00,92.58,6.90,T
SEA,2024-11-26 02:53,43.00,41.00,92.58,8.05,T
SEA,2024-11-26 03:53,43.00,40.00,89.06,8.05,0.00
SEA,2024-11-26 04:53,42.00,40.00,92.55,8.05,0.00
SEA,2024-11-26 05:53,42.00,39.00,89.01,8.05,0.00
SEA,2024-11-26 06:53,42.00,38.00,85.60,6.90,0.00
SEA,2024-11-26 07:53,42.00,39.00,89.01,4.60,0.00
SEA,2024-11-26 08:53,43.00,38.00,82.37,5.75,0.00
SEA,2024-11-26 09:53,43.00,39.00,85.66,5.75,0.00
SEA,2024-11-26 10:53,44.00,37.00,76.22,0.00,0.00
SEA,2024-11-26 11:53,45.00,38.00,76.31,3.45,0.00
SEA,2024-11-26 12:53,45.00,39.00,79.36,0.00,0.00
SEA,2024-11-26 13:53,45.00,38.00,76.31,3.45,0.00
SEA,2024-11-26 14:53,45.00,39.00,79.36,4.60,0.00
SEA,2024-11-26 15:53,45.00,39.00,79.36,3.45,0.00
SEA,2024-11-26 16:53,44.00,39.00,82.44,4.60,0.00
SEA,2024-11-26 17:53,44.00,37.00,76.22,5.75,0.00
SEA,2024-11-26 18:53,42.00,38.00,85.60,3.45,0.00
SEA,2024-11-26 19:53,43.00,38.00,82.37,0.00,0.00
SEA,2024-11-26 20:53,44.00,38.00,79.27,5.75,0.00
SEA,2024-11-26 21:53,44.00,39.00,82.44,3.45,0.00
SEA,2024-11-26 22:53,43.00,39.00,85.66,0.00,0.00
SEA,2024-11-26 23:53,43.00,39.00,85.66,4.60,T
SEA,2024-11-27 00:53,42.00,40.00,92.55,4.60,T
SEA,2024-11-27 01:53,42.00,40.00,92.55,0.00,T
SEA,2024-11-27 02:53,42.00,41.00,96.21,4.60,0.04
SEA,2024-11-27 03:53,41.00,40.00,96.19,5.75,0.01
SEA,2024-11-27 04:53,41.00,40.00,96.19,8.05,0.00
SEA,2024-11-27 05:53,42.00,41.00,96.21,4.60,0.00
SEA,2024-11-27 06:53,42.00,41.00,96.21,6.90,0.00
SEA,2024-11-27 07:53,42.00,41.00,96.21,0.00,0.00
SEA,2024-11-27 08:53,42.00,39.00,89.01,0.00,0.00
SEA,2024-11-27 09:53,42.00,40.00,92.55,3.45,0.00
SEA,2024-11-27 10:53,43.00,40.00,89.06,3.45,0.00
SEA,2024-11-27 11:53,42.00,40.00,92.55,8.05,0.00
SEA,2024-11-27 12:53,44.00,39.00,82.44,8.05,0.00
SEA,2024-11-27 13:53,45.00,38.00,76.31,5.75,0.00
SEA,2024-11-27 14:53,44.00,38.00,79.27,3.45,0.00
SEA,2024-11-27 15:53,43.00,38.00,82.37,0.00,0.00
SEA,2024-11-27 16:53,42.00,37.00,82.30,0.00,0.00
SEA,2024-11-27 17:53,41.00,37.00,85.54,3.45,0.00
SEA,2024-11-27 18:53,41.00,37.00,85.54,3.45,0.00
SEA,2024-11-27 19:53,39.00,37.00,92.45,0.00,0.00
SEA,2024-11-27 20:53,41.00,37.00,85.54,0.00,0.00
SEA,2024-11-27 21:53,39.00,36.00,88.87,0.00,0.00
SEA,2024-11-27 22:53,40.00,36.00,85.48,3.45,0.00
SEA,2024-11-27 23:53,38.00,37.00,96.14,0.00,0.00
SEA,2024-11-28 00:53,35.00,35.00,100.00,5.75,0.00
SEA,2024-11-28 01:53,36.00,36.00,100.00,3.45,0.00
SEA,2024-11-28 02:53,37.00,37.00,100.00,4.60,0.00
SEA,2024-11-28 03:53,37.00,37.00,100.00,0.00,0.00
SEA,2024-11-28 04:53,36.00,36.00,100.00,0.00,0.00
SEA,2024-11-28 05:53,35.00,35.00,100.00,0.00,0.00
SEA,2024-11-28 06:53,36.00,36.00,100.00,4.60,0.00
SEA,2024-11-28 07:53,36.00,36.00,100.00,0.00,0.00
SEA,2024-11-28 08:53,37.00,37.00,100.00,0.00,0.00
SEA,2024-11-28 09:53,37.00,37.00,100.00,3.45,0.00
SEA,2024-11-28 10:53,37.00,36.00,96.13,4.60,0.00
SEA,2024-11-28 11:53,38.00,36.00,92.42,3.45,0.00
SEA,2024-11-28 12:53,39.00,37.00,92.45,4.60,0.00
SEA,2024-11-28 13:53,39.00,36.00,88.87,4.60,0.00
SEA,2024-11-28 14:53,43.00,36.00,76.12,5.75,0.00
SEA,2024-11-28 15:53,42.00,36.00,79.11,3.45,0.00
SEA,2024-11-28 16:53,41.00,36.00,82.22,0.00,0.00
SEA,2024-11-28 17:53,39.00,35.00,85.42,4.60,0.00
SEA,2024-11-28 18:53,37.00,35.00,92.39,4.60,0.00
SEA,2024-11-28 19:53,34.00,33.00,96.08,3.45,0.00
SEA,2024-11-28 20:53,33.00,32.00,96.06,4.60,0.00
SEA,2024-11-28 21:53,32.00,32.00,100.00,5.75,0.00
SEA,2024-11-28 22:53,34.00,34.00,100.00,3.45,0.00
SEA,2024-11-28 23:53,35.00,34.00,96.09,5.75,0.00
SEA,2024-11-29 00:53,35.00,35.00,100.00,4.60,0.00
SEA,2024-11-29 01:53,35.00,35.00,100.00,4.60,0.00
SEA,2024-11-29 02:53,35.00,35.00,100.00,8.05,0.00
SEA,2024-11-29 03:53,35.00,35.00,100.00,8.05,0.00
SEA,2024-11-29 04:53,36.00,35.00,96.11,6.90,0.00
SEA,2024-11-29 05:53,36.00,35.00,96.11,4.60,0.00
SEA,2024-11-29 06:53,36.00,35.00,96.11,6.90,0.00
SEA,2024-11-29 07:53,36.00,35.00,96.11,4.60,0.00
SEA,2024-11-29 08:53,37.00,36.00,96.13,3.45,0.00
SEA,2024-11-29 09:53,39.00,36.00,88.87,4.60,0.00
SEA,2024-11-29 10:53,40.00,35.00,82.15,5.75,0.00
SEA,2024-11-29 11:53,41.00,34.00,75.94,6.90,0.00
SEA,2024-11-29 12:53,41.00,32.00,70.08,8.05,0.00
SEA,2024-11-29 13:53,41.00,33.00,72.96,5.75,0.00
SEA,2024-11-29 14:53,42.00,32.00,67.42,5.75,0.00
SEA,2024-11-29 15:53,41.00,33.00,72.96,0.00,0.00
SEA,2024-11-29 16:53,39.00,32.00,75.75,3.45,0.00
SEA,2024-11-29 17:53,39.00,33.00,78.86,0.00,0.00
SEA,2024-11-29 18:53,39.00,32.00,75.75,4.60,0.00
SEA,2024-11-29 19:53,36.00,32.00,85.23,4.60,0.00
SEA,2024-11-29 20:53,36.00,32.00,85.23,0.00,0.00
SEA,2024-11-29 21:53,38.00,33.00,82.00,5.75,0.00
SEA,2024-11-29 22:53,37.00,33.00,85.29,6.90,0.00
SEA,2024-11-29 23:53,36.00,32.00,85.23,5.75,0.00
